SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Probability,Risk_Level,Actual_Churn
0,13,74.4,896.75,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.5208721647409714,Medium Risk,True
0,13,24.5,343.6,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.0628293056780407,Low Risk,False
0,4,35.0,135.75,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.3892962109361972,Medium Risk,False
0,72,107.45,7576.7,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0354590928572876,Low Risk,False
0,1,24.2,24.2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.469704009647304,Medium Risk,False
0,13,89.4,1132.35,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.467595768809618,Medium Risk,True
0,3,19.6,59.75,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2469636394679595,Low Risk,True
0,3,85.7,256.75,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.5800839700320787,Medium Risk,False
1,9,90.1,816.8,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.7907807472537515,High Risk,False
0,20,90.2,1776.55,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.6055436973573559,High Risk,True
0,7,75.1,552.95,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6356413489771274,High Risk,True
1,1,69.75,69.75,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7351616103086636,High Risk,True
0,23,93.5,2341.55,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7288402473853738,High Risk,False
0,65,58.9,3857.1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0.0050236639922915,Low Risk,False
0,52,19.35,1031.7,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0039324626837398,Low Risk,False
0,3,50.25,152.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.3263640564102877,Medium Risk,False
0,6,90.75,512.25,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7236607333660323,High Risk,False
0,4,70.5,294.2,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5999790787789592,Medium Risk,False
0,44,84.8,3626.35,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.2547438503823587,Low Risk,False
1,47,86.05,3865.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.4302377160678773,Medium Risk,False
0,6,50.95,307.6,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.2776370493751017,Low Risk,False
0,7,96.2,639.7,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.7452214595472695,High Risk,False
0,53,73.9,3958.25,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0.0269207971121942,Low Risk,False
0,3,44.75,148.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3555175680022319,Medium Risk,False
0,6,19.55,128.6,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.1401051773069645,Low Risk,False
0,10,89.5,863.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7254085392084016,High Risk,True
0,25,89.15,2257.75,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.3833791520405666,Medium Risk,True
0,45,89.3,4192.15,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.4319448457661623,Medium Risk,False
0,3,94.9,273.2,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.7664295022039526,High Risk,False
0,2,79.85,152.45,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0.5955225572179519,Medium Risk,True
0,7,19.9,173.15,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0869334124840745,Low Risk,False
0,50,95.7,4729.75,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.5443528059952439,Medium Risk,False
0,67,100.25,6689.0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0.0653295507726586,Low Risk,False
0,28,81.05,2227.1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.4773876618670042,Medium Risk,True
1,46,59.9,2816.65,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0.104265277962813,Low Risk,True
0,66,29.45,1983.15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.0148434810801525,Low Risk,False
0,43,80.2,3581.6,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.1475765151402536,Low Risk,False
0,1,45.85,45.85,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.4415382787298011,Medium Risk,True
0,47,25.4,1139.2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.0458126325023239,Low Risk,False
0,61,20.4,1226.45,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0045538786541104,Low Risk,False
0,34,20.65,716.4,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.0380443692092377,Low Risk,False
0,1,19.3,19.3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2617885096388869,Low Risk,True
0,70,60.35,4138.7,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0.0306612568311994,Low Risk,False
0,66,19.7,1253.8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0022090815790724,Low Risk,False
0,18,96.05,1740.7,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.5895787361109007,Medium Risk,True
0,20,20.35,442.6,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.0748197831444916,Low Risk,False
0,34,30.4,938.65,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0467767757776196,Low Risk,False
0,2,70.35,139.25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.626371331924809,High Risk,False
0,2,69.95,143.9,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4829475541166449,Medium Risk,False
0,42,60.15,2421.6,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0468483238192781,Low Risk,False
0,4,80.35,307.4,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7170928369727603,High Risk,True
0,6,105.3,545.2,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7677653577488305,High Risk,True
1,26,60.7,1597.4,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0.1367899253901761,Low Risk,False
0,2,85.7,169.8,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7875427736346123,High Risk,True
0,47,98.75,4533.7,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.3588008997406431,Medium Risk,True
0,34,26.1,980.35,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0167098136093268,Low Risk,False
1,57,95.25,5427.05,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.3378664305959685,Medium Risk,True
0,48,24.55,1203.95,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.0152872081945106,Low Risk,False
0,6,26.35,184.05,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.182098559887892,Low Risk,False
1,7,48.2,340.35,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.3987487158357451,Medium Risk,False
0,1,70.35,70.35,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6956607120948018,High Risk,False
0,69,64.15,4254.1,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.0064464039802773,Low Risk,False
0,39,20.7,762.45,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0094319353206745,Low Risk,False
0,31,93.8,3019.5,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.4999210196746193,Medium Risk,True
0,62,102.0,6529.25,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0.0909310733057498,Low Risk,True
0,69,90.65,6322.1,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0144604480095445,Low Risk,False
0,4,105.65,443.9,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.4645492676598036,Medium Risk,True
0,32,20.05,614.45,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0168175113914533,Low Risk,False
0,4,89.6,365.65,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.5601733852010492,Medium Risk,True
1,55,44.85,2479.05,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.1362349280723982,Low Risk,False
0,1,55.4,55.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.57370267144362,Medium Risk,True
1,59,89.75,5496.9,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2734144796204591,Low Risk,False
1,4,48.75,179.85,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4604975902773101,Medium Risk,False
0,23,55.8,1327.85,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.08317545122375,Low Risk,False
0,72,25.0,1738.9,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0018926543753689,Low Risk,False
0,19,24.9,467.7,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0352750497328625,Low Risk,False
0,62,24.25,1424.6,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0040797999034894,Low Risk,False
0,72,114.05,8468.2,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.0478410209049215,Low Risk,False
1,3,77.0,237.75,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7780555375364655,High Risk,True
1,42,104.75,4323.45,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.5290103005815654,Medium Risk,True
0,8,60.0,487.75,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.4037287353520949,Medium Risk,False
1,27,101.25,2754.45,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.5819727047473904,Medium Risk,True
0,1,74.5,74.5,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7575385386796876,High Risk,True
1,4,99.8,442.85,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.7023682704083913,High Risk,True
0,1,19.75,19.75,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.2126183516023047,Low Risk,False
0,23,90.6,1943.2,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.5617764218098178,Medium Risk,True
0,39,48.95,1880.85,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.1124704579224975,Low Risk,True
1,33,80.6,2656.5,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4218172870202002,Medium Risk,True
1,44,88.4,3912.9,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.2037569561789156,Low Risk,True
0,1,74.5,74.5,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7037735132499497,High Risk,True
0,67,35.7,2545.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.0046124721628493,Low Risk,False
0,48,70.1,3238.4,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,0.01738578333571,Low Risk,False
0,6,19.45,113.5,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0699291592046344,Low Risk,False
1,24,39.1,971.3,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2555953006402132,Low Risk,True
0,4,19.6,93.45,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.1854073015148561,Low Risk,False
0,4,19.7,117.8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0979107354119007,Low Risk,False
1,56,68.45,4014.0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0.0286254996570602,Low Risk,False
0,48,20.0,935.9,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0048037417123044,Low Risk,False
0,45,54.65,2553.7,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0078957365054398,Low Risk,False
0,23,68.75,1689.45,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0.0776118181196195,Low Risk,False
1,72,25.0,1802.55,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0039644827886621,Low Risk,False
0,4,20.95,85.5,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.177563672964708,Low Risk,True
0,54,106.55,5763.3,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,0.1377264565404401,Low Risk,True
0,48,111.45,5315.1,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.3526568749858387,Medium Risk,False
0,4,44.55,174.3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7333382403198434,High Risk,True
1,7,64.95,493.65,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.5272332479429092,Medium Risk,False
0,30,48.8,1536.75,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.1339538834445597,Low Risk,False
0,32,78.9,2447.95,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.5108638053451818,Medium Risk,True
0,65,19.9,1292.6,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0019873996353202,Low Risk,False
0,14,44.6,641.25,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1745615824080462,Low Risk,False
0,35,20.05,746.75,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.0159045538633188,Low Risk,False
0,1,102.45,102.45,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7038246270899321,High Risk,True
0,2,74.9,147.15,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6136080259897265,High Risk,True
0,1,20.0,20.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.2230306286458873,Low Risk,False
0,1,18.85,18.85,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2615303867897969,Low Risk,True
0,50,20.15,989.05,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0.0097991713707141,Low Risk,False
1,2,81.5,162.55,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.6538069629849429,High Risk,False
0,4,76.05,318.9,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7356228036368243,High Risk,True
1,25,89.5,2196.15,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.647663139598419,High Risk,True
1,44,73.85,3122.4,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.3085771157496361,Medium Risk,False
0,18,19.0,348.8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.1308610202669182,Low Risk,False
0,55,81.55,4509.5,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2526411293807238,Low Risk,False
0,10,24.8,223.9,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0.1471431947748161,Low Risk,False
0,6,20.95,109.5,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2196971397154688,Low Risk,False
0,1,80.0,80.0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.617009790703407,High Risk,True
0,41,55.7,2237.55,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.1626200493282234,Low Risk,False
0,56,59.8,3457.45,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0.0091444417538501,Low Risk,False
0,71,108.55,7616.0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.0593714344657995,Low Risk,False
0,24,19.9,533.5,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.030361404273811,Low Risk,False
1,2,56.55,118.25,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.5013041581850294,Medium Risk,False
0,3,64.6,174.2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0.458265342882642,Medium Risk,False
0,71,24.45,1681.6,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.0035417316460647,Low Risk,False
0,9,18.95,185.6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.1909505962388828,Low Risk,True
1,53,103.85,5485.5,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.5450855014770858,Medium Risk,True
0,60,79.05,4663.4,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0.0420544966737834,Low Risk,False
0,71,95.75,6849.4,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,0.0589879169870455,Low Risk,False
1,22,81.7,1820.9,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3629497959222183,Medium Risk,False
0,39,80.45,3201.55,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,0.1048255012527011,Low Risk,True
0,1,50.5,50.5,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.5191992691605395,Medium Risk,True
0,17,20.5,365.8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.0698755558027308,Low Risk,False
0,9,88.4,788.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.6714069630825857,High Risk,False
0,12,78.95,927.35,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.579989349853691,Medium Risk,True
0,24,20.15,456.85,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0370767590341366,Low Risk,False
0,21,86.5,1808.7,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6689188155998663,High Risk,True
0,54,100.05,5299.65,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.128963186872266,Low Risk,False
0,1,20.1,20.1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2622478004788068,Low Risk,True
0,1,20.4,20.4,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.2129416183332462,Low Risk,True
0,65,82.5,5215.1,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0.0128116753404753,Low Risk,False
0,26,75.0,1908.35,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,0.0659638805880831,Low Risk,False
0,13,96.65,1244.5,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.5967261109285292,Medium Risk,True
1,34,69.15,2275.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3019376418640599,Medium Risk,False
0,72,25.75,1864.2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0025796865881396,Low Risk,False
0,6,83.9,497.55,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.6431392927138744,High Risk,True
0,24,90.35,2238.5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.6437806162755344,High Risk,True
0,2,20.45,42.45,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2571621120935531,Low Risk,False
0,6,59.45,357.6,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.4032061298466644,Medium Risk,False
0,67,54.2,3838.2,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0054898531652497,Low Risk,False
1,35,76.05,2747.2,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.2163825665967289,Low Risk,False
0,29,31.2,926.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.2715893036696723,Low Risk,False
0,21,64.85,1336.8,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0.0767226940564979,Low Risk,False
0,27,75.75,1929.0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3917690591032097,Medium Risk,False
1,1,25.05,25.05,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.644812885373956,High Risk,True
0,72,92.3,6719.9,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.013071267963463,Low Risk,False
0,62,105.5,6487.2,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.2899178145498204,Low Risk,False
0,17,102.55,1742.5,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7111143585501767,High Risk,False
1,14,90.45,1266.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.6037684979230754,High Risk,True
0,5,69.95,330.15,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5940302888191618,Medium Risk,True
